"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"13336","0.475","0.475","0.475"
"13337","0.511","0.511","0.511"
"13338","0.476","0.476","0.476"
"13339","0.51","0.51","0.51"
"13340","0.494","0.494","0.494"
"13341","0.459","0.459","0.459"
"13342","0.476","0.476","0.476"
"13343","0.469","0.469","0.469"
"13344","0.458","0.458","0.458"
"13345","0.469","0.469","0.469"
"13346","0.481","0.481","0.481"
"13347","0.481","0.481","0.481"
"13348","0.5","0.5","0.5"
"13349","0.485","0.485","0.485"
"13350","0.46","0.46","0.46"
"13351","0.439","0.439","0.439"
"13352","0.481","0.481","0.481"
"13353","0.454","0.454","0.454"
"13354","0.446","0.446","0.446"
"13355","0.49","0.49","0.49"
"13356","0.481","0.481","0.481"
"13357","0.476","0.476","0.476"
"13358","0.495","0.495","0.495"
"13359","0.496","0.496","0.496"
"13360","0.457","0.457","0.457"
"13361","0.486","0.486","0.486"
"13362","0.481","0.481","0.481"
"13363","0.464","0.464","0.464"
"13364","0.438","0.438","0.438"
"13365","0.491","0.491","0.491"
"13366","0.509","0.509","0.509"
"13367","0.515","0.515","0.515"
"13368","0.523","0.523","0.523"
"13369","0.467","0.467","0.467"
"13370","0.537","0.537","0.537"
"13371","0.479","0.479","0.479"
"13372","0.509","0.509","0.509"
"13373","0.469","0.469","0.469"
"13374","0.454","0.454","0.454"
"13375","0.506","0.506","0.506"
"13376","0.462","0.462","0.462"
"13377","0.46","0.46","0.46"
"13378","0.48","0.48","0.48"
"13379","0.461","0.461","0.461"
"13380","0.484","0.484","0.484"
"13381","0.465","0.465","0.465"
"13382","0.497","0.497","0.497"
"13383","0.469","0.469","0.469"
"13384","0.463","0.463","0.463"
"13385","0.486","0.486","0.486"
"13386","0.454","0.454","0.454"
"13387","0.497","0.497","0.497"
"13388","0.517","0.517","0.517"
"13389","0.51","0.51","0.51"
"13390","0.516","0.516","0.516"
"13391","0.504","0.504","0.504"
"13392","0.489","0.489","0.489"
"13393","0.515","0.515","0.515"
"13394","0.532","0.532","0.532"
"13395","0.467","0.467","0.467"
"13396","0.462","0.462","0.462"
"13397","0.484","0.484","0.484"
"13398","0.484","0.484","0.484"
"13399","0.522","0.522","0.522"
"13400","0.471","0.471","0.471"
"13401","0.491","0.491","0.491"
"13402","0.504","0.504","0.504"
"13403","0.467","0.467","0.467"
"13404","0.481","0.481","0.481"
"13405","0.471","0.471","0.471"
"13406","0.514","0.514","0.514"
"13407","0.512","0.512","0.512"
"13408","0.493","0.493","0.493"
"13409","0.491","0.491","0.491"
"13410","0.453","0.453","0.453"
"13411","0.504","0.504","0.504"
"13412","0.513","0.513","0.513"
"13413","0.497","0.497","0.497"
"13414","0.473","0.473","0.473"
"13415","0.476","0.476","0.476"
"13416","0.546","0.546","0.546"
"13417","0.484","0.484","0.484"
"13418","0.523","0.523","0.523"
"13419","0.49","0.49","0.49"
"13420","0.503","0.503","0.503"
"13421","0.485","0.485","0.485"
"13422","0.532","0.532","0.532"
"13423","0.506","0.506","0.506"
"13424","0.513","0.513","0.513"
"13425","0.509","0.509","0.509"
"13426","0.496","0.496","0.496"
"13427","0.473","0.473","0.473"
"13428","0.527","0.527","0.527"
"13429","0.511","0.511","0.511"
"13430","0.474","0.474","0.474"
"13431","0.48","0.48","0.48"
"13432","0.494","0.494","0.494"
"13433","0.463","0.463","0.463"
"13434","0.454","0.454","0.454"
"13435","0.5","0.5","0.5"
"13436","0.496","0.496","0.496"
"13437","0.474","0.474","0.474"
"13438","0.462","0.462","0.462"
"13439","0.472","0.472","0.472"
"13440","0.504","0.504","0.504"
"13441","0.481","0.481","0.481"
"13442","0.462","0.462","0.462"
"13443","0.486","0.486","0.486"
"13444","0.465","0.465","0.465"
"13445","0.48","0.48","0.48"
"13446","0.457","0.457","0.457"
"13447","0.491","0.491","0.491"
"13448","0.464","0.464","0.464"
"13449","0.49","0.49","0.49"
"13450","0.476","0.476","0.476"
"13451","0.485","0.485","0.485"
"13452","0.512","0.512","0.512"
"13453","0.539","0.539","0.539"
"13454","0.475","0.475","0.475"
"13455","0.485","0.485","0.485"
"13456","0.46","0.46","0.46"
"13457","0.528","0.528","0.528"
"13458","0.463","0.463","0.463"
"13459","0.536","0.536","0.536"
"13460","0.479","0.479","0.479"
"13461","0.512","0.512","0.512"
"13462","0.523","0.523","0.523"
"13463","0.528","0.528","0.528"
"13464","0.474","0.474","0.474"
"13465","0.526","0.526","0.526"
"13466","0.527","0.527","0.527"
"13467","0.46","0.46","0.46"
"13468","0.433","0.433","0.433"
"13469","0.447","0.447","0.447"
"13470","0.46","0.46","0.46"
"13471","0.454","0.454","0.454"
"13472","0.496","0.496","0.496"
"13473","0.466","0.466","0.466"
"13474","0.463","0.463","0.463"
"13475","0.487","0.487","0.487"
"13476","0.514","0.514","0.514"
"13477","0.509","0.509","0.509"
"13478","0.471","0.471","0.471"
"13479","0.478","0.478","0.478"
"13480","0.458","0.458","0.458"
"13481","0.515","0.515","0.515"
"13482","0.464","0.464","0.464"
"13483","0.443","0.443","0.443"
"13484","0.477","0.477","0.477"
"13485","0.435","0.435","0.435"
"13486","0.47","0.47","0.47"
"13487","0.471","0.471","0.471"
"13488","0.457","0.457","0.457"
"13489","0.445","0.445","0.445"
"13490","0.414","0.414","0.414"
"13491","0.439","0.439","0.439"
"13492","0.515","0.515","0.515"
"13493","0.539","0.539","0.539"
"13494","0.466","0.466","0.466"
"13495","0.482","0.482","0.482"
"13496","0.571","0.571","0.571"
"13497","0.53","0.53","0.53"
"13498","0.487","0.487","0.487"
"13499","0.499","0.499","0.499"
"13500","0.487","0.487","0.487"
"13501","0.497","0.497","0.497"
"13502","0.494","0.494","0.494"
"13503","0.559","0.559","0.559"
"13504","0.459","0.459","0.459"
"13505","0.451","0.451","0.451"
"13506","0.463","0.463","0.463"
"13507","0.535","0.535","0.535"
"13508","0.493","0.493","0.493"
"13509","0.495","0.495","0.495"
"13510","0.455","0.455","0.455"
"13511","0.485","0.485","0.485"
"13512","0.42","0.42","0.42"
"13513","0.498","0.498","0.498"
"13514","0.455","0.455","0.455"
"13515","0.489","0.489","0.489"
"13516","0.5","0.5","0.5"
"13518","0.454","0.454","0.454"
"13519","0.506","0.506","0.506"
"13520","0.513","0.513","0.513"
"13521","0.469","0.469","0.469"
"13522","0.449","0.449","0.449"
"13523","0.462","0.462","0.462"
"13524","0.501","0.501","0.501"
"13525","0.46","0.46","0.46"
"13526","0.486","0.486","0.486"
"13527","0.479","0.479","0.479"
"13528","0.567","0.567","0.567"
"13529","0.462","0.462","0.462"
"13530","0.468","0.468","0.468"
"13531","0.518","0.518","0.518"
"13532","0.46","0.46","0.46"
"13533","0.476","0.476","0.476"
"13534","0.486","0.486","0.486"
"13535","0.463","0.463","0.463"
"13536","0.472","0.472","0.472"
"13537","0.499","0.499","0.499"
"13538","0.547","0.547","0.547"
"13539","0.528","0.528","0.528"
"13540","0.503","0.503","0.503"
"13541","0.537","0.537","0.537"
"13542","0.49","0.49","0.49"
"13543","0.469","0.469","0.469"
"13544","0.563","0.563","0.563"
"13545","0.505","0.505","0.505"
"13546","0.443","0.443","0.443"
"13547","0.533","0.533","0.533"
"13548","0.525","0.525","0.525"
"13549","0.494","0.494","0.494"
"13550","0.459","0.459","0.459"
"13551","0.482","0.482","0.482"
"13552","0.467","0.467","0.467"
"13553","0.498","0.498","0.498"
"13554","0.45","0.45","0.45"
"13555","0.496","0.496","0.496"
"13556","0.56","0.56","0.56"
"13557","0.493","0.493","0.493"
"13558","0.485","0.485","0.485"
"13559","0.501","0.501","0.501"
"13560","0.483","0.483","0.483"
"13561","0.488","0.488","0.488"
"13562","0.524","0.524","0.524"
"13563","0.541","0.541","0.541"
"13564","0.563","0.563","0.563"
"13565","0.522","0.522","0.522"
"13566","0.515","0.515","0.515"
"13567","0.483","0.483","0.483"
"13568","0.519","0.519","0.519"
"13569","0.517","0.517","0.517"
"13570","0.465","0.465","0.465"
"13571","0.474","0.474","0.474"
"13572","0.484","0.484","0.484"
"13573","0.441","0.441","0.441"
"13574","0.47","0.47","0.47"
"13575","0.497","0.497","0.497"
"13576","0.499","0.499","0.499"
"13577","0.481","0.481","0.481"
"13578","0.456","0.456","0.456"
"13579","0.468","0.468","0.468"
"13580","0.453","0.453","0.453"
"13581","0.504","0.504","0.504"
"13582","0.443","0.443","0.443"
"13583","0.474","0.474","0.474"
"13584","0.468","0.468","0.468"
"13585","0.463","0.463","0.463"
"13586","0.497","0.497","0.497"
"13587","0.477","0.477","0.477"
"13588","0.489","0.489","0.489"
"13589","0.501","0.501","0.501"
"13590","0.504","0.504","0.504"
"13591","0.502","0.502","0.502"
"13592","0.516","0.516","0.516"
"13593","0.503","0.503","0.503"
"13594","0.502","0.502","0.502"
"13595","0.501","0.501","0.501"
"13596","0.463","0.463","0.463"
"13597","0.518","0.518","0.518"
"13598","0.49","0.49","0.49"
"13599","0.506","0.506","0.506"
"13600","0.485","0.485","0.485"
"13601","0.471","0.471","0.471"
"13602","0.476","0.476","0.476"
"13603","0.486","0.486","0.486"
"13604","0.439","0.439","0.439"
"13605","0.495","0.495","0.495"
"13606","0.493","0.493","0.493"
"13607","0.484","0.484","0.484"
"13608","0.522","0.522","0.522"
"13609","0.481","0.481","0.481"
"13610","0.494","0.494","0.494"
"13611","0.506","0.506","0.506"
"13612","0.482","0.482","0.482"
"13613","0.497","0.497","0.497"
"13614","0.472","0.472","0.472"
"13615","0.472","0.472","0.472"
"13616","0.528","0.528","0.528"
"13617","0.525","0.525","0.525"
"13618","0.493","0.493","0.493"
"13619","0.494","0.494","0.494"
"13620","0.462","0.462","0.462"
"13621","0.499","0.499","0.499"
"13622","0.48","0.48","0.48"
"13623","0.462","0.462","0.462"
"13624","0.503","0.503","0.503"
"13625","0.488","0.488","0.488"
"13626","0.493","0.493","0.493"
"13627","0.475","0.475","0.475"
"13628","0.508","0.508","0.508"
"13629","0.462","0.462","0.462"
"13630","0.503","0.503","0.503"
"13631","0.533","0.533","0.533"
"13632","0.462","0.462","0.462"
"13633","0.517","0.517","0.517"
"13634","0.521","0.521","0.521"
"13635","0.464","0.464","0.464"
"13636","0.463","0.463","0.463"
"13637","0.464","0.464","0.464"
"13638","0.478","0.478","0.478"
"13639","0.521","0.521","0.521"
"13640","0.506","0.506","0.506"
"13641","0.471","0.471","0.471"
"13642","0.52","0.52","0.52"
"13643","0.507","0.507","0.507"
"13644","0.474","0.474","0.474"
"13645","0.477","0.477","0.477"
"13646","0.443","0.443","0.443"
"13647","0.506","0.506","0.506"
"13648","0.484","0.484","0.484"
"13649","0.465","0.465","0.465"
"13650","0.52","0.52","0.52"
"13651","0.452","0.452","0.452"
"13652","0.487","0.487","0.487"
"13653","0.484","0.484","0.484"
"13654","0.478","0.478","0.478"
"13655","0.496","0.496","0.496"
"13656","0.441","0.441","0.441"
"13657","0.505","0.505","0.505"
"13658","0.489","0.489","0.489"
"13659","0.472","0.472","0.472"
"13660","0.475","0.475","0.475"
"13661","0.513","0.513","0.513"
"13662","0.454","0.454","0.454"
"13663","0.453","0.453","0.453"
"13664","0.5","0.5","0.5"
"13665","0.512","0.512","0.512"
"13666","0.446","0.446","0.446"
"13667","0.49","0.49","0.49"
"13668","0.518","0.518","0.518"
"13669","0.459","0.459","0.459"
"13670","0.499","0.499","0.499"
"13671","0.498","0.498","0.498"
"13672","0.46","0.46","0.46"
"13673","0.466","0.466","0.466"
"13674","0.481","0.481","0.481"
"13675","0.476","0.476","0.476"
"13676","0.485","0.485","0.485"
"13677","0.47","0.47","0.47"
"13678","0.531","0.531","0.531"
"13679","0.444","0.444","0.444"
"13680","0.479","0.479","0.479"
"13681","0.453","0.453","0.453"
"13682","0.446","0.446","0.446"
"13683","0.475","0.475","0.475"
"13684","0.45","0.45","0.45"
"13685","0.504","0.504","0.504"
"13686","0.462","0.462","0.462"
"13687","0.51","0.51","0.51"
"13688","0.476","0.476","0.476"
"13689","0.437","0.437","0.437"
"13690","0.454","0.454","0.454"
"13691","0.464","0.464","0.464"
"13692","0.476","0.476","0.476"
"13693","0.456","0.456","0.456"
"13694","0.482","0.482","0.482"
"13695","0.477","0.477","0.477"
"13696","0.483","0.483","0.483"
"13697","0.513","0.513","0.513"
"13698","0.467","0.467","0.467"
"13699","0.438","0.438","0.438"
"13700","0.475","0.475","0.475"
"13701","0.491","0.491","0.491"
"13702","0.495","0.495","0.495"
"13703","0.51","0.51","0.51"
"13704","0.478","0.478","0.478"
"13705","0.475","0.475","0.475"
"13706","0.49","0.49","0.49"
"13707","0.462","0.462","0.462"
"13708","0.492","0.492","0.492"
"13709","0.463","0.463","0.463"
"13710","0.49","0.49","0.49"
"13711","0.489","0.489","0.489"
"13712","0.49","0.49","0.49"
"13713","0.502","0.502","0.502"
"13714","0.493","0.493","0.493"
"13715","0.506","0.506","0.506"
"13716","0.481","0.481","0.481"
"13717","0.431","0.431","0.431"
"13718","0.48","0.48","0.48"
"13719","0.475","0.475","0.475"
"13720","0.46","0.46","0.46"
"13721","0.468","0.468","0.468"
"13722","0.458","0.458","0.458"
"13723","0.434","0.434","0.434"
"13724","0.482","0.482","0.482"
"13725","0.481","0.481","0.481"
"13726","0.463","0.463","0.463"
"13727","0.445","0.445","0.445"
"13728","0.45","0.45","0.45"
"13729","0.49","0.49","0.49"
"13730","0.488","0.488","0.488"
"13731","0.52","0.52","0.52"
"13732","0.468","0.468","0.468"
"13733","0.445","0.445","0.445"
"13734","0.474","0.474","0.474"
"13735","0.48","0.48","0.48"
"13736","0.476","0.476","0.476"
"13737","0.473","0.473","0.473"
"13738","0.497","0.497","0.497"
"13739","0.422","0.422","0.422"
"13740","0.47","0.47","0.47"
"13741","0.458","0.458","0.458"
"13742","0.457","0.457","0.457"
"13743","0.474","0.474","0.474"
"13744","0.468","0.468","0.468"
"13745","0.471","0.471","0.471"
"13746","0.488","0.488","0.488"
"13747","0.501","0.501","0.501"
"13748","0.493","0.493","0.493"
"13749","0.486","0.486","0.486"
"13750","0.499","0.499","0.499"
"13751","0.47","0.47","0.47"
"13752","0.45","0.45","0.45"
"13753","0.484","0.484","0.484"
"13754","0.476","0.476","0.476"
"13755","0.512","0.512","0.512"
"13756","0.445","0.445","0.445"
"13757","0.455","0.455","0.455"
"13758","0.473","0.473","0.473"
"13759","0.468","0.468","0.468"
"13760","0.481","0.481","0.481"
"13761","0.484","0.484","0.484"
"13762","0.489","0.489","0.489"
"13763","0.473","0.473","0.473"
"13764","0.493","0.493","0.493"
"13765","0.495","0.495","0.495"
"13766","0.477","0.477","0.477"
"13767","0.494","0.494","0.494"
"13768","0.553","0.553","0.553"
"13769","0.465","0.465","0.465"
"13770","0.488","0.488","0.488"
"13771","0.521","0.521","0.521"
"13772","0.56","0.56","0.56"
"13773","0.45","0.45","0.45"
"13774","0.526","0.526","0.526"
"13775","0.467","0.467","0.467"
"13776","0.464","0.464","0.464"
"13777","0.471","0.471","0.471"
"13778","0.465","0.465","0.465"
"13779","0.523","0.523","0.523"
"13780","0.459","0.459","0.459"
"13781","0.505","0.505","0.505"
"13782","0.473","0.473","0.473"
"13783","0.451","0.451","0.451"
"13784","0.498","0.498","0.498"
"13785","0.484","0.484","0.484"
"13786","0.459","0.459","0.459"
"13787","0.438","0.438","0.438"
"13788","0.467","0.467","0.467"
"13789","0.455","0.455","0.455"
"13790","0.485","0.485","0.485"
"13791","0.499","0.499","0.499"
"13792","0.525","0.525","0.525"
"13793","0.534","0.534","0.534"
"13794","0.475","0.475","0.475"
"13795","0.509","0.509","0.509"
"13796","0.493","0.493","0.493"
"13797","0.456","0.456","0.456"
"13798","0.482","0.482","0.482"
"13799","0.448","0.448","0.448"
"13800","0.484","0.484","0.484"
"13801","0.45","0.45","0.45"
"13802","0.45","0.45","0.45"
"13804","0.468","0.468","0.468"
"13805","0.491","0.491","0.491"
"13806","0.456","0.456","0.456"
"13807","0.499","0.499","0.499"
"13808","0.491","0.491","0.491"
"13809","0.505","0.505","0.505"
"13810","0.48","0.48","0.48"
"13811","0.481","0.481","0.481"
"13812","0.468","0.468","0.468"
"13813","0.498","0.498","0.498"
"13814","0.493","0.493","0.493"
"13815","0.539","0.539","0.539"
"13816","0.494","0.494","0.494"
"13817","0.489","0.489","0.489"
"13819","0.491","0.491","0.491"
"13820","0.502","0.502","0.502"
"13821","0.475","0.475","0.475"
"13822","0.468","0.468","0.468"
"13823","0.47","0.47","0.47"
"13824","0.492","0.492","0.492"
"13825","0.493","0.493","0.493"
"13826","0.457","0.457","0.457"
"13827","0.5","0.5","0.5"
"13828","0.494","0.494","0.494"
"13829","0.497","0.497","0.497"
"13830","0.507","0.507","0.507"
"13831","0.523","0.523","0.523"
"13832","0.503","0.503","0.503"
"13833","0.472","0.472","0.472"
"13834","0.479","0.479","0.479"
"13835","0.47","0.47","0.47"
"13836","0.538","0.538","0.538"
"13837","0.464","0.464","0.464"
"13838","0.529","0.529","0.529"
"13839","0.507","0.507","0.507"
"13840","0.504","0.504","0.504"
"13841","0.475","0.475","0.475"
"13842","0.484","0.484","0.484"
"13843","0.459","0.459","0.459"
"13844","0.467","0.467","0.467"
"13845","0.483","0.483","0.483"
"13846","0.496","0.496","0.496"
"13847","0.524","0.524","0.524"
"13848","0.447","0.447","0.447"
"13849","0.471","0.471","0.471"
"13850","0.453","0.453","0.453"
"13851","0.452","0.452","0.452"
"13852","0.444","0.444","0.444"
"13853","0.48","0.48","0.48"
"13854","0.48","0.48","0.48"
"13855","0.46","0.46","0.46"
"13856","0.455","0.455","0.455"
"13857","0.467","0.467","0.467"
"13859","0.457","0.457","0.457"
"13860","0.454","0.454","0.454"
"13861","0.473","0.473","0.473"
"13862","0.454","0.454","0.454"
"13863","0.521","0.521","0.521"
"13864","0.483","0.483","0.483"
"13865","0.444","0.444","0.444"
"13866","0.499","0.499","0.499"
"13867","0.469","0.469","0.469"
"13868","0.481","0.481","0.481"
"13869","0.497","0.497","0.497"
"13870","0.526","0.526","0.526"
"13871","0.485","0.485","0.485"
"13872","0.459","0.459","0.459"
"13873","0.473","0.473","0.473"
"13874","0.493","0.493","0.493"
"13875","0.483","0.483","0.483"
"13876","0.489","0.489","0.489"
"13877","0.49","0.49","0.49"
"13878","0.484","0.484","0.484"
"13879","0.436","0.436","0.436"
"13880","0.924","0.924","0.924"
"13881","0.521","0.521","0.521"
"13882","0.562","0.562","0.562"
"13883","0.506","0.506","0.506"
"13884","0.488","0.488","0.488"
"13885","0.526","0.526","0.526"
"13886","0.512","0.512","0.512"
"13887","0.576","0.576","0.576"
"13888","0.454","0.454","0.454"
"13889","0.489","0.489","0.489"
"13890","0.474","0.474","0.474"
"13891","0.505","0.505","0.505"
"13892","0.498","0.498","0.498"
"13893","0.498","0.498","0.498"
"13894","0.489","0.489","0.489"
"13895","0.611","0.611","0.611"
"13896","0.468","0.468","0.468"
"13897","0.517","0.517","0.517"
"13898","0.466","0.466","0.466"
"13899","0.515","0.515","0.515"
"13900","0.53","0.53","0.53"
"13901","0.458","0.458","0.458"
"13902","0.512","0.512","0.512"
"13903","0.531","0.531","0.531"
"13904","0.499","0.499","0.499"
"13905","0.462","0.462","0.462"
"13906","0.52","0.52","0.52"
"13907","0.472","0.472","0.472"
"13908","0.51","0.51","0.51"
"13909","0.502","0.502","0.502"
"13910","0.458","0.458","0.458"
"13911","0.464","0.464","0.464"
"13912","0.46","0.46","0.46"
"13913","0.445","0.445","0.445"
"13914","0.468","0.468","0.468"
"13915","0.46","0.46","0.46"
"13916","0.444","0.444","0.444"
"13917","0.484","0.484","0.484"
"13918","0.462","0.462","0.462"
"13919","0.481","0.481","0.481"
"13920","0.436","0.436","0.436"
"13921","0.478","0.478","0.478"
"13922","0.46","0.46","0.46"
"13923","0.444","0.444","0.444"
"13924","0.473","0.473","0.473"
"13925","0.449","0.449","0.449"
"13926","0.449","0.449","0.449"
"13927","0.491","0.491","0.491"
"13928","0.425","0.425","0.425"
"13929","0.494","0.494","0.494"
"13930","0.456","0.456","0.456"
"13931","0.456","0.456","0.456"
"13932","0.542","0.542","0.542"
"13933","0.457","0.457","0.457"
"13934","0.519","0.519","0.519"
"13935","0.549","0.549","0.549"
"13936","0.499","0.499","0.499"
"13937","0.467","0.467","0.467"
"13938","0.527","0.527","0.527"
"13939","0.474","0.474","0.474"
"13941","0.513","0.513","0.513"
"13942","0.537","0.537","0.537"
"13943","0.463","0.463","0.463"
"13944","0.495","0.495","0.495"
"13945","0.454","0.454","0.454"
"13946","0.471","0.471","0.471"
"13947","0.456","0.456","0.456"
"13948","0.473","0.473","0.473"
"13949","0.477","0.477","0.477"
"13950","0.466","0.466","0.466"
"13951","1.139","1.139","1.139"
"13952","0.523","0.523","0.523"
"13953","0.506","0.506","0.506"
"13954","0.462","0.462","0.462"
"13955","0.507","0.507","0.507"
"13956","0.67","0.67","0.67"
"13957","0.595","0.595","0.595"
"13958","0.56","0.56","0.56"
"13959","0.498","0.498","0.498"
"13960","0.462","0.462","0.462"
"13961","0.505","0.505","0.505"
"13962","0.586","0.586","0.586"
"13963","0.486","0.486","0.486"
"13964","0.475","0.475","0.475"
"13965","0.503","0.503","0.503"
"13966","0.467","0.467","0.467"
"13967","0.492","0.492","0.492"
"13968","0.481","0.481","0.481"
"13969","0.504","0.504","0.504"
"13970","0.512","0.512","0.512"
"13971","0.491","0.491","0.491"
"13972","0.517","0.517","0.517"
"13973","0.5","0.5","0.5"
"13974","0.508","0.508","0.508"
"13975","0.453","0.453","0.453"
"13976","0.484","0.484","0.484"
"13977","0.484","0.484","0.484"
"13978","0.509","0.509","0.509"
"13979","0.455","0.455","0.455"
"13980","0.509","0.509","0.509"
"13981","0.515","0.515","0.515"
"13982","0.466","0.466","0.466"
"13983","0.508","0.508","0.508"
"13984","0.512","0.512","0.512"
"13985","0.46","0.46","0.46"
"13986","0.484","0.484","0.484"
"13987","0.442","0.442","0.442"
"13988","0.515","0.515","0.515"
"13989","0.492","0.492","0.492"
"13990","0.431","0.431","0.431"
"13991","0.51","0.51","0.51"
"13992","0.456","0.456","0.456"
"13993","0.513","0.513","0.513"
"13994","0.544","0.544","0.544"
"13995","0.534","0.534","0.534"
"13996","0.495","0.495","0.495"
"13997","0.459","0.459","0.459"
"13998","0.48","0.48","0.48"
"13999","0.452","0.452","0.452"
"14000","0.44","0.44","0.44"
"14001","0.501","0.501","0.501"
"14002","0.479","0.479","0.479"
"14003","0.489","0.489","0.489"
"14004","0.494","0.494","0.494"
"14005","0.528","0.528","0.528"
"14006","0.452","0.452","0.452"
"14007","0.471","0.471","0.471"
"14008","0.456","0.456","0.456"
"14009","0.479","0.479","0.479"
"14010","0.465","0.465","0.465"
"14011","0.466","0.466","0.466"
"14012","0.521","0.521","0.521"
"14013","0.459","0.459","0.459"
"14014","0.463","0.463","0.463"
"14015","0.504","0.504","0.504"
"14016","0.436","0.436","0.436"
"14017","0.518","0.518","0.518"
"14018","0.447","0.447","0.447"
"14019","0.466","0.466","0.466"
"14020","0.484","0.484","0.484"
"14021","0.477","0.477","0.477"
"14022","0.475","0.475","0.475"
"14023","0.476","0.476","0.476"
"14024","0.486","0.486","0.486"
"14025","0.513","0.513","0.513"
"14026","0.465","0.465","0.465"
"14027","0.454","0.454","0.454"
"14028","0.462","0.462","0.462"
"14029","0.46","0.46","0.46"
"14030","0.503","0.503","0.503"
"14031","0.443","0.443","0.443"
"14032","0.495","0.495","0.495"
"14033","0.475","0.475","0.475"
"14034","0.467","0.467","0.467"
"14035","0.465","0.465","0.465"
"14036","0.465","0.465","0.465"
"14037","0.481","0.481","0.481"
"14038","0.439","0.439","0.439"
"14039","0.455","0.455","0.455"
"14040","0.423","0.423","0.423"
"14041","0.47","0.47","0.47"
"14042","0.428","0.428","0.428"
"14043","0.457","0.457","0.457"
"14044","0.497","0.497","0.497"
"14045","0.428","0.428","0.428"
"14046","0.467","0.467","0.467"
"14047","0.529","0.529","0.529"
"14048","0.504","0.504","0.504"
"14049","0.498","0.498","0.498"
"14050","0.498","0.498","0.498"
"14051","0.482","0.482","0.482"
"14052","0.481","0.481","0.481"
"14053","0.535","0.535","0.535"
"14054","0.467","0.467","0.467"
"14055","0.514","0.514","0.514"
"14056","0.56","0.56","0.56"
"14057","0.477","0.477","0.477"
"14058","0.474","0.474","0.474"
"14059","0.526","0.526","0.526"
"14060","0.467","0.467","0.467"
"14061","0.466","0.466","0.466"
"14062","0.481","0.481","0.481"
"14063","0.449","0.449","0.449"
"14064","0.463","0.463","0.463"
"14065","0.448","0.448","0.448"
"14066","0.461","0.461","0.461"
"14067","0.481","0.481","0.481"
"14068","0.473","0.473","0.473"
"14069","0.491","0.491","0.491"
"14070","0.492","0.492","0.492"
"14071","0.474","0.474","0.474"
"14072","0.476","0.476","0.476"
"14073","0.453","0.453","0.453"
"14074","0.463","0.463","0.463"
"14075","0.469","0.469","0.469"
"14076","0.452","0.452","0.452"
"14077","0.441","0.441","0.441"
"14078","0.491","0.491","0.491"
"14079","0.456","0.456","0.456"
"14080","0.466","0.466","0.466"
"14081","0.715","0.715","0.715"
"14082","0.472","0.472","0.472"
"14083","0.483","0.483","0.483"
"14084","0.462","0.462","0.462"
"14085","0.448","0.448","0.448"
"14086","0.477","0.477","0.477"
"14087","0.483","0.483","0.483"
"14088","0.479","0.479","0.479"
"14089","0.464","0.464","0.464"
"14090","0.48","0.48","0.48"
"14091","0.47","0.47","0.47"
"14092","0.516","0.516","0.516"
"14093","0.471","0.471","0.471"
"14094","0.456","0.456","0.456"
"14095","0.468","0.468","0.468"
"14097","0.461","0.461","0.461"
"14098","0.466","0.466","0.466"
"14099","0.456","0.456","0.456"
"14100","0.446","0.446","0.446"
"14101","0.462","0.462","0.462"
"14102","0.476","0.476","0.476"
"14103","0.514","0.514","0.514"
"14104","0.478","0.478","0.478"
"14105","0.454","0.454","0.454"
"14106","0.463","0.463","0.463"
"14107","0.477","0.477","0.477"
"14108","0.475","0.475","0.475"
"14109","0.489","0.489","0.489"
"14110","0.478","0.478","0.478"
"14111","0.494","0.494","0.494"
"14112","0.506","0.506","0.506"
"14113","0.566","0.566","0.566"
"14114","0.47","0.47","0.47"
"14115","0.52","0.52","0.52"
"14116","0.434","0.434","0.434"
"14117","0.507","0.507","0.507"
"14118","0.462","0.462","0.462"
"14119","0.458","0.458","0.458"
"14120","0.472","0.472","0.472"
"14121","0.436","0.436","0.436"
"14122","0.491","0.491","0.491"
"14123","0.46","0.46","0.46"
"14124","0.469","0.469","0.469"
"14125","0.511","0.511","0.511"
"14126","0.475","0.475","0.475"
"14127","0.513","0.513","0.513"
"14128","0.484","0.484","0.484"
"14129","0.495","0.495","0.495"
"14130","0.473","0.473","0.473"
"14131","0.474","0.474","0.474"
"14132","0.488","0.488","0.488"
"14133","0.477","0.477","0.477"
"14134","0.506","0.506","0.506"
"14135","0.469","0.469","0.469"
"14136","0.494","0.494","0.494"
"14137","0.453","0.453","0.453"
"14138","0.456","0.456","0.456"
"14139","0.461","0.461","0.461"
"14140","0.467","0.467","0.467"
"14141","0.47","0.47","0.47"
"14142","0.506","0.506","0.506"
"14143","0.51","0.51","0.51"
"14144","0.483","0.483","0.483"
"14145","0.534","0.534","0.534"
"14146","0.516","0.516","0.516"
"14147","0.452","0.452","0.452"
"14148","0.464","0.464","0.464"
"14149","0.518","0.518","0.518"
"14150","0.475","0.475","0.475"
"14151","0.473","0.473","0.473"
"14152","0.464","0.464","0.464"
"14153","0.477","0.477","0.477"
"14154","0.439","0.439","0.439"
"14155","0.458","0.458","0.458"
"14156","0.484","0.484","0.484"
"14157","0.445","0.445","0.445"
"14158","0.462","0.462","0.462"
"14159","0.493","0.493","0.493"
"14160","0.445","0.445","0.445"
