"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"18584","0.412","0.412","0.412"
"18585","0.417","0.417","0.417"
"18586","0.404","0.404","0.404"
"18587","0.429","0.429","0.429"
"18588","0.445","0.445","0.445"
"18589","0.408","0.408","0.408"
"18590","0.439","0.439","0.439"
"18591","0.411","0.411","0.411"
"18592","0.417","0.417","0.417"
"18593","0.4","0.4","0.4"
"18594","0.404","0.404","0.404"
"18595","0.428","0.428","0.428"
"18596","0.418","0.418","0.418"
"18597","0.423","0.423","0.423"
"18598","0.426","0.426","0.426"
"18599","0.527","0.527","0.527"
"18600","0.442","0.442","0.442"
"18601","0.425","0.425","0.425"
"18602","0.435","0.435","0.435"
"18603","0.414","0.414","0.414"
"18604","0.429","0.429","0.429"
"18605","0.414","0.414","0.414"
"18606","0.428","0.428","0.428"
"18607","0.411","0.411","0.411"
"18608","0.658","0.658","0.658"
"18609","0.44","0.44","0.44"
"18610","0.439","0.439","0.439"
"18611","0.405","0.405","0.405"
"18612","0.453","0.453","0.453"
"18613","0.436","0.436","0.436"
"18614","0.412","0.412","0.412"
"18615","0.429","0.429","0.429"
"18616","0.426","0.426","0.426"
"18617","0.422","0.422","0.422"
"18618","0.449","0.449","0.449"
"18619","0.462","0.462","0.462"
"18620","0.41","0.41","0.41"
"18621","0.432","0.432","0.432"
"18622","0.404","0.404","0.404"
"18623","0.42","0.42","0.42"
"18624","0.409","0.409","0.409"
"18625","0.42","0.42","0.42"
"18626","0.393","0.393","0.393"
"18627","0.407","0.407","0.407"
"18629","0.386","0.386","0.386"
"18630","0.427","0.427","0.427"
"18631","0.419","0.419","0.419"
"18632","0.408","0.408","0.408"
"18633","0.506","0.506","0.506"
"18634","0.427","0.427","0.427"
"18635","0.419","0.419","0.419"
"18636","0.408","0.408","0.408"
"18637","0.446","0.446","0.446"
"18638","0.412","0.412","0.412"
"18639","0.417","0.417","0.417"
"18640","0.408","0.408","0.408"
"18641","0.39","0.39","0.39"
"18642","0.407","0.407","0.407"
"18643","0.413","0.413","0.413"
"18644","0.454","0.454","0.454"
"18645","0.442","0.442","0.442"
"18646","0.405","0.405","0.405"
"18647","0.433","0.433","0.433"
"18648","0.387","0.387","0.387"
"18649","0.409","0.409","0.409"
"18651","0.425","0.425","0.425"
"18652","0.452","0.452","0.452"
"18653","0.386","0.386","0.386"
"18654","0.417","0.417","0.417"
"18655","0.383","0.383","0.383"
"18656","0.382","0.382","0.382"
"18657","0.406","0.406","0.406"
"18658","0.396","0.396","0.396"
"18659","0.421","0.421","0.421"
"18660","0.433","0.433","0.433"
"18661","0.402","0.402","0.402"
"18662","0.418","0.418","0.418"
"18663","0.409","0.409","0.409"
"18664","0.447","0.447","0.447"
"18665","0.503","0.503","0.503"
"18666","0.48","0.48","0.48"
"18667","0.422","0.422","0.422"
"18668","0.44","0.44","0.44"
"18669","0.433","0.433","0.433"
"18670","0.486","0.486","0.486"
"18671","0.407","0.407","0.407"
"18672","0.441","0.441","0.441"
"18673","0.399","0.399","0.399"
"18674","0.431","0.431","0.431"
"18675","0.417","0.417","0.417"
"18676","0.417","0.417","0.417"
"18677","0.461","0.461","0.461"
"18678","0.417","0.417","0.417"
"18679","0.441","0.441","0.441"
"18680","0.411","0.411","0.411"
"18681","0.454","0.454","0.454"
"18682","0.43","0.43","0.43"
"18683","0.511","0.511","0.511"
"18684","0.477","0.477","0.477"
"18685","0.415","0.415","0.415"
"18686","0.471","0.471","0.471"
"18687","0.438","0.438","0.438"
"18688","0.431","0.431","0.431"
"18689","0.477","0.477","0.477"
"18690","0.484","0.484","0.484"
"18691","0.441","0.441","0.441"
"18692","0.432","0.432","0.432"
"18693","0.478","0.478","0.478"
"18694","0.452","0.452","0.452"
"18695","0.441","0.441","0.441"
"18696","0.404","0.404","0.404"
"18697","0.44","0.44","0.44"
"18698","0.452","0.452","0.452"
"18699","0.406","0.406","0.406"
"18700","0.421","0.421","0.421"
"18701","0.427","0.427","0.427"
"18702","0.408","0.408","0.408"
"18703","0.408","0.408","0.408"
"18704","0.429","0.429","0.429"
"18705","0.427","0.427","0.427"
"18706","0.411","0.411","0.411"
"18707","0.4","0.4","0.4"
"18708","0.405","0.405","0.405"
"18709","0.427","0.427","0.427"
"18710","0.465","0.465","0.465"
"18711","0.434","0.434","0.434"
"18712","0.433","0.433","0.433"
"18713","0.407","0.407","0.407"
"18714","0.43","0.43","0.43"
"18715","0.394","0.394","0.394"
"18716","0.407","0.407","0.407"
"18717","0.395","0.395","0.395"
"18718","0.401","0.401","0.401"
"18719","0.404","0.404","0.404"
"18720","0.42","0.42","0.42"
"18721","0.401","0.401","0.401"
"18722","0.419","0.419","0.419"
"18723","0.401","0.401","0.401"
"18724","0.495","0.495","0.495"
"18725","0.405","0.405","0.405"
"18726","0.493","0.493","0.493"
"18727","0.429","0.429","0.429"
"18728","0.426","0.426","0.426"
"18729","0.445","0.445","0.445"
"18730","0.429","0.429","0.429"
"18731","0.429","0.429","0.429"
"18732","0.417","0.417","0.417"
"18733","0.411","0.411","0.411"
"18734","0.437","0.437","0.437"
"18735","0.412","0.412","0.412"
"18736","0.411","0.411","0.411"
"18737","0.399","0.399","0.399"
"18738","0.426","0.426","0.426"
"18739","0.406","0.406","0.406"
"18740","0.429","0.429","0.429"
"18741","0.393","0.393","0.393"
"18742","0.412","0.412","0.412"
"18743","0.383","0.383","0.383"
"18744","0.392","0.392","0.392"
"18745","0.381","0.381","0.381"
"18746","0.405","0.405","0.405"
"18747","0.407","0.407","0.407"
"18748","0.412","0.412","0.412"
"18749","0.407","0.407","0.407"
"18750","0.434","0.434","0.434"
"18751","0.456","0.456","0.456"
"18752","0.399","0.399","0.399"
"18753","0.405","0.405","0.405"
"18754","0.453","0.453","0.453"
"18755","0.412","0.412","0.412"
"18756","0.417","0.417","0.417"
"18757","0.404","0.404","0.404"
"18758","0.414","0.414","0.414"
"18759","0.43","0.43","0.43"
"18760","0.455","0.455","0.455"
"18761","0.416","0.416","0.416"
"18762","0.382","0.382","0.382"
"18763","0.391","0.391","0.391"
"18764","0.401","0.401","0.401"
"18765","0.461","0.461","0.461"
"18766","0.442","0.442","0.442"
"18767","0.418","0.418","0.418"
"18768","0.401","0.401","0.401"
"18769","0.414","0.414","0.414"
"18770","0.398","0.398","0.398"
"18771","0.435","0.435","0.435"
"18772","0.388","0.388","0.388"
"18773","0.444","0.444","0.444"
"18774","0.409","0.409","0.409"
"18775","0.454","0.454","0.454"
"18776","0.439","0.439","0.439"
"18777","0.431","0.431","0.431"
"18778","0.447","0.447","0.447"
"18779","0.42","0.42","0.42"
"18780","0.427","0.427","0.427"
"18781","0.443","0.443","0.443"
"18782","0.444","0.444","0.444"
"18783","0.385","0.385","0.385"
"18784","0.401","0.401","0.401"
"18785","0.433","0.433","0.433"
"18786","0.405","0.405","0.405"
"18787","0.433","0.433","0.433"
"18788","0.408","0.408","0.408"
"18789","0.456","0.456","0.456"
"18790","0.464","0.464","0.464"
"18791","0.434","0.434","0.434"
"18792","0.446","0.446","0.446"
"18793","0.409","0.409","0.409"
"18794","0.431","0.431","0.431"
"18795","0.445","0.445","0.445"
"18796","0.425","0.425","0.425"
"18797","0.452","0.452","0.452"
"18798","0.438","0.438","0.438"
"18799","0.43","0.43","0.43"
"18800","0.449","0.449","0.449"
"18801","0.41","0.41","0.41"
"18802","0.406","0.406","0.406"
"18803","0.456","0.456","0.456"
"18804","0.415","0.415","0.415"
"18805","0.438","0.438","0.438"
"18806","0.465","0.465","0.465"
"18807","0.439","0.439","0.439"
"18808","0.443","0.443","0.443"
"18809","0.423","0.423","0.423"
"18810","0.428","0.428","0.428"
"18811","0.431","0.431","0.431"
"18812","0.411","0.411","0.411"
"18813","0.402","0.402","0.402"
"18814","0.407","0.407","0.407"
"18815","0.41","0.41","0.41"
"18816","0.421","0.421","0.421"
"18817","0.42","0.42","0.42"
"18818","0.58","0.58","0.58"
"18819","0.434","0.434","0.434"
"18820","0.443","0.443","0.443"
"18821","0.414","0.414","0.414"
"18822","0.424","0.424","0.424"
"18823","0.417","0.417","0.417"
"18824","0.421","0.421","0.421"
"18825","0.454","0.454","0.454"
"18826","0.425","0.425","0.425"
"18827","0.41","0.41","0.41"
"18828","0.395","0.395","0.395"
"18829","0.43","0.43","0.43"
"18830","0.382","0.382","0.382"
"18831","0.387","0.387","0.387"
"18832","0.408","0.408","0.408"
"18834","0.414","0.414","0.414"
"18835","0.405","0.405","0.405"
"18836","0.479","0.479","0.479"
"18837","0.396","0.396","0.396"
"18838","0.422","0.422","0.422"
"18839","0.435","0.435","0.435"
"18840","0.417","0.417","0.417"
"18841","0.433","0.433","0.433"
"18842","0.416","0.416","0.416"
"18843","0.415","0.415","0.415"
"18844","0.459","0.459","0.459"
"18845","0.419","0.419","0.419"
"18846","0.433","0.433","0.433"
"18847","0.409","0.409","0.409"
"18848","0.418","0.418","0.418"
"18849","0.428","0.428","0.428"
"18850","0.456","0.456","0.456"
"18851","0.441","0.441","0.441"
"18852","0.467","0.467","0.467"
"18853","0.408","0.408","0.408"
"18854","0.456","0.456","0.456"
"18855","0.404","0.404","0.404"
"18856","0.408","0.408","0.408"
"18857","0.405","0.405","0.405"
"18858","0.424","0.424","0.424"
"18859","0.423","0.423","0.423"
"18860","0.422","0.422","0.422"
"18861","0.4","0.4","0.4"
"18862","0.442","0.442","0.442"
"18863","0.434","0.434","0.434"
"18864","0.41","0.41","0.41"
"18865","0.424","0.424","0.424"
"18866","0.423","0.423","0.423"
"18867","0.424","0.424","0.424"
"18868","0.421","0.421","0.421"
"18869","0.443","0.443","0.443"
"18870","0.434","0.434","0.434"
"18871","0.423","0.423","0.423"
"18872","0.438","0.438","0.438"
"18873","0.414","0.414","0.414"
"18874","0.447","0.447","0.447"
"18875","0.387","0.387","0.387"
"18876","0.438","0.438","0.438"
"18877","0.428","0.428","0.428"
"18878","0.409","0.409","0.409"
"18879","0.403","0.403","0.403"
"18880","0.425","0.425","0.425"
"18881","0.422","0.422","0.422"
"18882","0.4","0.4","0.4"
"18883","0.41","0.41","0.41"
"18884","0.404","0.404","0.404"
"18885","0.39","0.39","0.39"
"18886","0.398","0.398","0.398"
"18887","0.416","0.416","0.416"
"18888","0.396","0.396","0.396"
"18889","0.414","0.414","0.414"
"18890","0.409","0.409","0.409"
"18891","0.391","0.391","0.391"
"18892","0.412","0.412","0.412"
"18893","0.37","0.37","0.37"
"18894","0.473","0.473","0.473"
"18895","0.376","0.376","0.376"
"18896","0.437","0.437","0.437"
"18897","0.407","0.407","0.407"
"18898","0.427","0.427","0.427"
"18899","0.412","0.412","0.412"
"18900","0.425","0.425","0.425"
"18901","0.436","0.436","0.436"
"18902","0.432","0.432","0.432"
"18903","0.413","0.413","0.413"
"18904","0.414","0.414","0.414"
"18905","0.443","0.443","0.443"
"18906","0.42","0.42","0.42"
"18907","0.441","0.441","0.441"
"18908","0.486","0.486","0.486"
"18909","0.443","0.443","0.443"
"18910","0.434","0.434","0.434"
"18911","0.453","0.453","0.453"
"18912","0.41","0.41","0.41"
"18913","0.431","0.431","0.431"
"18914","0.378","0.378","0.378"
"18915","0.416","0.416","0.416"
"18916","0.419","0.419","0.419"
"18917","0.421","0.421","0.421"
"18918","0.402","0.402","0.402"
"18919","0.443","0.443","0.443"
"18920","0.414","0.414","0.414"
"18921","0.394","0.394","0.394"
"18922","0.436","0.436","0.436"
"18923","0.424","0.424","0.424"
"18924","0.405","0.405","0.405"
"18925","0.41","0.41","0.41"
"18926","0.402","0.402","0.402"
"18927","0.451","0.451","0.451"
"18928","0.42","0.42","0.42"
"18929","0.442","0.442","0.442"
"18930","0.426","0.426","0.426"
"18931","0.433","0.433","0.433"
"18932","0.415","0.415","0.415"
"18933","0.421","0.421","0.421"
"18934","0.412","0.412","0.412"
"18935","0.416","0.416","0.416"
"18936","0.416","0.416","0.416"
"18937","0.406","0.406","0.406"
"18938","0.399","0.399","0.399"
"18939","0.443","0.443","0.443"
"18940","0.384","0.384","0.384"
"18941","0.399","0.399","0.399"
"18942","0.419","0.419","0.419"
"18943","0.41","0.41","0.41"
"18944","0.388","0.388","0.388"
"18945","0.431","0.431","0.431"
"18946","0.395","0.395","0.395"
"18947","0.43","0.43","0.43"
"18948","0.432","0.432","0.432"
"18949","0.396","0.396","0.396"
"18950","0.442","0.442","0.442"
"18951","0.408","0.408","0.408"
"18952","0.41","0.41","0.41"
"18953","0.38","0.38","0.38"
"18954","0.399","0.399","0.399"
"18955","0.401","0.401","0.401"
"18956","0.413","0.413","0.413"
"18957","0.415","0.415","0.415"
"18958","0.425","0.425","0.425"
"18959","0.397","0.397","0.397"
"18960","0.407","0.407","0.407"
"18961","0.395","0.395","0.395"
"18962","0.504","0.504","0.504"
"18963","0.38","0.38","0.38"
"18964","0.431","0.431","0.431"
"18965","0.417","0.417","0.417"
"18966","0.409","0.409","0.409"
"18967","0.409","0.409","0.409"
"18968","0.393","0.393","0.393"
"18969","0.396","0.396","0.396"
"18970","0.389","0.389","0.389"
"18971","0.415","0.415","0.415"
"18972","0.429","0.429","0.429"
"18973","0.428","0.428","0.428"
"18974","0.398","0.398","0.398"
"18975","0.424","0.424","0.424"
"18976","0.416","0.416","0.416"
"18977","0.451","0.451","0.451"
"18978","0.425","0.425","0.425"
"18979","0.431","0.431","0.431"
"18980","0.443","0.443","0.443"
"18981","0.41","0.41","0.41"
"18982","0.421","0.421","0.421"
"18983","0.43","0.43","0.43"
"18984","0.401","0.401","0.401"
"18985","0.424","0.424","0.424"
"18986","0.393","0.393","0.393"
"18987","0.415","0.415","0.415"
"18988","0.398","0.398","0.398"
"18989","0.397","0.397","0.397"
"18990","0.392","0.392","0.392"
"18991","0.401","0.401","0.401"
"18992","0.442","0.442","0.442"
"18993","0.407","0.407","0.407"
"18994","0.423","0.423","0.423"
"18995","0.405","0.405","0.405"
"18996","0.397","0.397","0.397"
"18998","0.409","0.409","0.409"
"18999","1.205","1.205","1.205"
"19000","0.444","0.444","0.444"
"19001","0.463","0.463","0.463"
"19002","0.415","0.415","0.415"
"19003","0.438","0.438","0.438"
"19004","0.424","0.424","0.424"
"19005","0.434","0.434","0.434"
"19006","0.408","0.408","0.408"
"19007","0.441","0.441","0.441"
"19008","0.432","0.432","0.432"
"19009","0.414","0.414","0.414"
"19010","0.401","0.401","0.401"
"19011","0.438","0.438","0.438"
"19012","0.448","0.448","0.448"
"19013","0.393","0.393","0.393"
"19014","0.451","0.451","0.451"
"19015","0.432","0.432","0.432"
"19016","0.488","0.488","0.488"
"19017","0.448","0.448","0.448"
"19018","0.421","0.421","0.421"
"19019","0.42","0.42","0.42"
"19020","0.425","0.425","0.425"
"19021","0.431","0.431","0.431"
"19022","0.423","0.423","0.423"
"19023","0.423","0.423","0.423"
"19024","0.419","0.419","0.419"
"19025","0.404","0.404","0.404"
"19026","0.416","0.416","0.416"
"19027","0.409","0.409","0.409"
"19028","0.423","0.423","0.423"
"19029","0.416","0.416","0.416"
"19030","0.404","0.404","0.404"
"19031","0.424","0.424","0.424"
"19032","0.405","0.405","0.405"
"19033","0.422","0.422","0.422"
"19034","0.398","0.398","0.398"
"19035","0.412","0.412","0.412"
"19036","0.425","0.425","0.425"
"19037","0.434","0.434","0.434"
"19038","0.419","0.419","0.419"
"19039","0.421","0.421","0.421"
"19040","0.409","0.409","0.409"
"19041","0.424","0.424","0.424"
"19042","0.448","0.448","0.448"
"19043","0.395","0.395","0.395"
"19044","0.411","0.411","0.411"
"19045","0.449","0.449","0.449"
"19046","0.375","0.375","0.375"
"19047","0.415","0.415","0.415"
"19048","0.429","0.429","0.429"
"19049","0.4","0.4","0.4"
"19050","0.411","0.411","0.411"
"19051","0.424","0.424","0.424"
"19052","0.41","0.41","0.41"
"19053","0.429","0.429","0.429"
"19054","0.42","0.42","0.42"
"19055","0.424","0.424","0.424"
"19056","0.381","0.381","0.381"
"19057","0.417","0.417","0.417"
"19058","0.4","0.4","0.4"
"19059","0.416","0.416","0.416"
"19060","0.428","0.428","0.428"
"19061","0.393","0.393","0.393"
"19062","0.441","0.441","0.441"
"19063","0.392","0.392","0.392"
"19064","0.443","0.443","0.443"
"19065","0.438","0.438","0.438"
"19066","0.396","0.396","0.396"
"19067","0.42","0.42","0.42"
"19068","0.418","0.418","0.418"
"19069","0.411","0.411","0.411"
"19070","0.409","0.409","0.409"
"19071","0.429","0.429","0.429"
"19072","0.384","0.384","0.384"
"19073","0.425","0.425","0.425"
"19074","0.388","0.388","0.388"
"19075","0.393","0.393","0.393"
"19076","0.397","0.397","0.397"
"19077","0.422","0.422","0.422"
"19078","0.402","0.402","0.402"
"19079","0.416","0.416","0.416"
"19080","0.414","0.414","0.414"
"19081","0.423","0.423","0.423"
"19082","0.397","0.397","0.397"
"19083","0.445","0.445","0.445"
"19084","0.41","0.41","0.41"
"19085","0.464","0.464","0.464"
"19086","0.393","0.393","0.393"
"19087","0.437","0.437","0.437"
"19088","0.402","0.402","0.402"
"19089","0.455","0.455","0.455"
"19090","0.458","0.458","0.458"
"19091","0.435","0.435","0.435"
"19092","0.476","0.476","0.476"
"19093","0.421","0.421","0.421"
"19094","0.435","0.435","0.435"
"19095","0.392","0.392","0.392"
"19096","0.462","0.462","0.462"
"19097","0.414","0.414","0.414"
"19098","0.422","0.422","0.422"
"19099","0.423","0.423","0.423"
"19100","0.41","0.41","0.41"
"19101","0.425","0.425","0.425"
"19102","0.425","0.425","0.425"
"19103","0.424","0.424","0.424"
"19104","0.414","0.414","0.414"
"19105","0.417","0.417","0.417"
"19106","0.431","0.431","0.431"
"19107","0.399","0.399","0.399"
"19108","0.445","0.445","0.445"
"19109","0.423","0.423","0.423"
"19110","0.412","0.412","0.412"
"19111","0.425","0.425","0.425"
"19112","0.409","0.409","0.409"
"19113","0.417","0.417","0.417"
"19114","0.437","0.437","0.437"
"19115","0.42","0.42","0.42"
"19116","0.403","0.403","0.403"
"19117","0.404","0.404","0.404"
"19118","0.402","0.402","0.402"
"19119","0.394","0.394","0.394"
"19120","0.406","0.406","0.406"
"19121","0.41","0.41","0.41"
"19122","0.396","0.396","0.396"
"19123","0.37","0.37","0.37"
"19124","0.411","0.411","0.411"
"19125","0.38","0.38","0.38"
"19126","0.412","0.412","0.412"
"19127","0.394","0.394","0.394"
"19128","0.423","0.423","0.423"
"19129","0.402","0.402","0.402"
"19130","0.435","0.435","0.435"
"19131","0.427","0.427","0.427"
"19132","0.392","0.392","0.392"
"19133","0.412","0.412","0.412"
"19134","0.403","0.403","0.403"
"19135","0.414","0.414","0.414"
"19136","0.417","0.417","0.417"
"19137","0.408","0.408","0.408"
"19138","0.409","0.409","0.409"
"19139","0.39","0.39","0.39"
"19140","0.422","0.422","0.422"
"19141","0.415","0.415","0.415"
"19142","0.431","0.431","0.431"
"19143","0.419","0.419","0.419"
"19144","0.418","0.418","0.418"
"19145","0.406","0.406","0.406"
"19146","0.425","0.425","0.425"
"19147","0.426","0.426","0.426"
"19148","0.422","0.422","0.422"
"19149","0.439","0.439","0.439"
"19150","0.45","0.45","0.45"
"19151","0.433","0.433","0.433"
"19152","0.42","0.42","0.42"
"19153","0.459","0.459","0.459"
"19154","0.426","0.426","0.426"
"19155","0.425","0.425","0.425"
"19156","0.42","0.42","0.42"
"19157","0.405","0.405","0.405"
"19158","0.428","0.428","0.428"
"19159","0.438","0.438","0.438"
"19160","0.431","0.431","0.431"
"19161","0.45","0.45","0.45"
"19162","0.429","0.429","0.429"
"19163","0.422","0.422","0.422"
"19164","0.402","0.402","0.402"
"19165","0.431","0.431","0.431"
"19166","0.403","0.403","0.403"
"19167","0.402","0.402","0.402"
"19168","0.422","0.422","0.422"
"19169","0.422","0.422","0.422"
"19170","0.413","0.413","0.413"
"19171","0.42","0.42","0.42"
"19172","0.398","0.398","0.398"
"19173","0.399","0.399","0.399"
"19174","0.401","0.401","0.401"
"19175","0.428","0.428","0.428"
"19176","0.427","0.427","0.427"
"19177","0.43","0.43","0.43"
"19178","0.411","0.411","0.411"
"19179","0.427","0.427","0.427"
"19180","0.395","0.395","0.395"
"19181","0.465","0.465","0.465"
"19182","0.406","0.406","0.406"
"19183","0.418","0.418","0.418"
"19184","0.419","0.419","0.419"
"19185","0.429","0.429","0.429"
"19186","0.416","0.416","0.416"
"19187","0.422","0.422","0.422"
"19188","0.409","0.409","0.409"
"19189","0.463","0.463","0.463"
"19190","0.46","0.46","0.46"
